Post;Huishouden;Woonsituatie;Inkomen;Jaar;Bedrag;Percentage inkomen
OVERSCHOT/TEKORT;Paar met 2 kinderen;gemiddelde hypotheek;5500;2019;689;0
wit1;Paar met 2 kinderen;gemiddelde hypotheek;5500;2019;;0
wit2;Paar met 2 kinderen;gemiddelde hypotheek;5500;2019;;0
wit3;Paar met 2 kinderen;gemiddelde hypotheek;5500;2019;;0
wit4;Paar met 2 kinderen;gemiddelde hypotheek;5500;2019;;0
TOTAAL INKOMEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
TOTAAL UITGAVEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;2.116;0
 huur/hypotheek;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;343;0,162063876
 gas;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;99;0,046786002
 elektriciteit;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;70;0,033175529
 water;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;19;0,009033952
 lokale lasten;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;59;0,027646274
 telefoon, televisie, internet;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;70;0,032962865
 verzekeringen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;351;0,166050926
 onderwijs;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;35;0,016748444
 kinderopvang;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;0;0
 contributies en abonnementen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;3;0,001465016
 vervoer;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;59;0,027745517
VASTE LASTEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;1.108;0,523678401
 kleding en schoenen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;168;0,079493671
 inventaris;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;98;0,046506783
 onderhoud huis en tuin;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;72;0,033884408
 niet-vergoede ziektekosten;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;74;0,035168266
 vrijetijdsuitgaven;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;0;0
RESERVERINGSUITGAVEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;413;0,195053128
 voeding;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;503;0,237563729
 overige huishoudelijke uitgaven;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;92;0,043704742
HUISHOUDELIJKE UITGAVEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;595;0,281268471
OVERSCHOT/TEKORT;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit1;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit2;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit3;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit4;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
TOTAAL INKOMEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
TOTAAL UITGAVEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;2.368;0
 huur/hypotheek;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;343;0,144790438
 gas;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;99;0,041799357
 elektriciteit;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;70;0,029639544
 water;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;19;0,008071076
 lokale lasten;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;59;0,02469962
 telefoon, televisie, internet;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;70;0,029449547
 verzekeringen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;351;0,148352531
 onderwijs;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;35;0,014963325
 kinderopvang;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;0;0
 contributies en abonnementen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;69;0,029031553
 vervoer;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;84;0,035554786
VASTE LASTEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;1.199;0,506351776
 kleding en schoenen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;168;0,071020907
 inventaris;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;98;0,041549897
 onderhoud huis en tuin;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;72;0,030272867
 niet-vergoede ziektekosten;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;74;0,031419887
 vrijetijdsuitgaven;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;92;0,038911401
RESERVERINGSUITGAVEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;505;0,213174959
 voeding;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;503;0,212243204
 overige huishoudelijke uitgaven;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;162;0,068230061
HUISHOUDELIJKE UITGAVEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;664;0,280473265
OVERSCHOT/TEKORT;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit1;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit2;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit3;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit4;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
TOTAAL INKOMEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;3.000;0
TOTAAL UITGAVEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;3.000;0
 huur/hypotheek;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;920;0,3065
 gas;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;100;0,033198207
 elektriciteit;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;71;0,023540547
 water;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;19;0,006410272
 lokale lasten;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;59;0,0195
 telefoon, televisie, internet;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;71;0,023806692
 verzekeringen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;355;0,118214344
 onderwijs;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;35;0,011813333
 kinderopvang;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;0;0
 contributies en abonnementen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;72;0,023843285
 vervoer;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;101;0,033661607
VASTE LASTEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;1.801;0,600488289
 kleding en schoenen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;169;0,056374609
 inventaris;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;103;0,034196233
 onderhoud huis en tuin;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;77;0,025659372
 niet-vergoede ziektekosten;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;74;0,024805556
 vrijetijdsuitgaven;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;109;0,036334023
RESERVERINGSUITGAVEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;532;0,177369792
 voeding;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;503;0,167563004
 overige huishoudelijke uitgaven;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;164;0,054578915
HUISHOUDELIJKE UITGAVEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;666;0,222141919
OVERSCHOT/TEKORT;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;0;0
wit1;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
wit2;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
wit3;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
wit4;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
TOTAAL INKOMEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;3.500;0
TOTAAL UITGAVEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;3.500;0
 huur/hypotheek;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;993;0,283714286
 gas;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;103;0,029549694
 elektriciteit;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;73;0,020953419
 water;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;20;0,005705777
 lokale lasten;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;59;0,016714286
 telefoon, televisie, internet;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;83;0,023650991
 verzekeringen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;378;0,108065705
 onderwijs;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;35;0,010125714
 kinderopvang;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;0;0
 contributies en abonnementen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;93;0,02662518
 vervoer;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;229;0,065405922
VASTE LASTEN;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;2.067;0,590510974
 kleding en schoenen;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;180;0,051438847
 inventaris;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;134;0,038150356
 onderhoud huis en tuin;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;119;0,034008205
 niet-vergoede ziektekosten;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;74;0,021261905
 vrijetijdsuitgaven;Paar met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;242;0,069026821
